Тип,Категория,Компонент,Тема,ID задачи,Ссылка,Дата создания,Дата изменения,Статус,Этап,Первое сообщение
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,Https://app.drinkit.io/activatePromo/?coupon=BY8M91KPFQ,361437638,https://pyrus.com/t#id361437638,2026-06-17T16:41:18Z,2026-06-22T09:09:37Z,Открыта,Финальный этап (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,Https://pyrus.com/t#id352956830,357376013,https://pyrus.com/t#id357376013,2026-05-27T11:14:53Z,2026-06-04T07:02:32Z,Закрыта,Финальный этап (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,Https://redash.dodois.io/dashboards/618--?p_CustomerId=1ec7ac60-18a4-bf41-11f0-acbd872e35b8&p_w6320_...,361560097,https://pyrus.com/t#id361560097,2026-06-18T11:08:38Z,2026-06-28T06:27:26Z,Открыта,Внешняя линия,
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,Https://redash.dodois.io/dashboards/618?p_CustomerId=ca8f2a30-0989-bc1f-11f0-960dd0577e62&p_w6320_Co...,358157343,https://pyrus.com/t#id358157343,2026-05-31T12:09:05Z,2026-06-12T07:00:27Z,Закрыта,Финальный этап (бот),"Привет! По логам есть одна не использованная, запроситеьзапись экрана где видно, как клиент пролистывает все акции"
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,Https://redash.dodois.io/queries/4272?p_CustomerID---12=d602a097-8918-aa2b-11f0-6f7fcea61dab&p_dateR...,358772979,https://pyrus.com/t#id358772979,2026-06-03T12:29:45Z,2026-06-04T04:53:24Z,Закрыта,Первая линия (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,Orderid 11F15E40F552DFF3B3A0C013BDE30BAC,358551086,https://pyrus.com/t#id358551086,2026-06-02T10:28:44Z,2026-06-02T20:22:53Z,Закрыта,Первая линия (бот),Привет! Такой информации нет
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,Polina Velichkova Алёна Дроздова,358686164,https://pyrus.com/t#id358686164,2026-06-03T05:26:49Z,2026-06-19T07:00:39Z,Закрыта,Финальный этап (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,"Ruslan Samodurov сможете глянуть, был ли использован промик?",360100993,https://pyrus.com/t#id360100993,2026-06-10T14:19:37Z,2026-06-26T07:00:41Z,Закрыта,Финальный этап (бот),Привет! К вопросу подключаем ответственных специалистов.
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,SupportBotRole @SupportBotRole,362472612,https://pyrus.com/t#id362472612,2026-06-23T14:33:14Z,2026-06-26T15:26:02Z,Открыта,Внешняя линия,
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,[не отправлять комментарий],358554258,https://pyrus.com/t#id358554258,2026-06-02T10:43:53Z,2026-06-12T07:00:25Z,Закрыта,Финальный этап (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,[не отправлять комментарий],357516880,https://pyrus.com/t#id357516880,2026-05-28T06:33:22Z,2026-05-29T20:04:41Z,Закрыта,Первая линия (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,[утвердить за бота],358056897,https://pyrus.com/t#id358056897,2026-05-30T17:21:54Z,2026-06-11T10:15:50Z,Закрыта,Финальный этап (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,Акции в России,361519305,https://pyrus.com/t#id361519305,2026-06-18T08:00:12Z,2026-06-18T13:05:20Z,Закрыта,Первая линия (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,Акции в России,360949758,https://pyrus.com/t#id360949758,2026-06-15T09:16:23Z,2026-06-28T06:29:00Z,Открыта,Первая линия (общий),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,Акции в России,359838947,https://pyrus.com/t#id359838947,2026-06-09T09:46:35Z,2026-06-09T16:11:43Z,Закрыта,Первая линия (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,Акции в России,359455038,https://pyrus.com/t#id359455038,2026-06-07T09:31:28Z,2026-06-07T12:33:22Z,Закрыта,Первая линия (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,Акции в России,359378167,https://pyrus.com/t#id359378167,2026-06-06T16:31:36Z,2026-06-18T11:01:38Z,Закрыта,Финальный этап (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,Акции в России,358789387,https://pyrus.com/t#id358789387,2026-06-03T13:48:26Z,2026-06-03T14:10:37Z,Закрыта,Первая линия (бот),Привет! У клиента в профиле нет никаких акций
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,Акции в России,358678491,https://pyrus.com/t#id358678491,2026-06-03T04:01:26Z,2026-06-11T10:03:55Z,Закрыта,Финальный этап (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,Акции в России,358117231,https://pyrus.com/t#id358117231,2026-05-31T08:00:36Z,2026-05-31T17:35:50Z,Закрыта,Первая линия (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,Акции у него все использованы. была одна акция с напитком за рубль,359032757,https://pyrus.com/t#id359032757,2026-06-04T17:49:02Z,2026-06-26T07:00:45Z,Закрыта,Финальный этап (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,"Акции у нее именно были, но пропали? или не начислили? что за акции это должны были быть, что давали...",360144773,https://pyrus.com/t#id360144773,2026-06-10T18:25:25Z,2026-06-26T07:00:40Z,Закрыта,Финальный этап (бот),Привет! Можно подробнее про акцию это федеральная или локальная акция?
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,"В китбокс засчитал, в историю не получится",361512364,https://pyrus.com/t#id361512364,2026-06-18T07:24:31Z,2026-06-19T20:01:08Z,Закрыта,Первая линия (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,В профиле акция есть.,358778657,https://pyrus.com/t#id358778657,2026-06-03T12:56:30Z,2026-06-04T04:31:16Z,Закрыта,Первая линия (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,Вот тута ещё такая же проблема: https://pyrus.com/t#id359113479,359149106,https://pyrus.com/t#id359149106,2026-06-05T11:09:48Z,2026-06-23T07:00:50Z,Закрыта,Финальный этап (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,"Задача автоматически возвращена в очередь, время обработки на личном этапе превысило 2 часа.",362660034,https://pyrus.com/t#id362660034,2026-06-24T14:46:08Z,2026-06-26T07:18:22Z,Открыта,Внешняя линия,
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,"Задача автоматически возвращена в очередь, время обработки на личном этапе превысило 2 часа.",360133457,https://pyrus.com/t#id360133457,2026-06-10T17:10:16Z,2026-06-20T12:51:52Z,Закрыта,Финальный этап (бот),"Привет! С коллегами столкнулись с такой проблемой с нашей акцией, которая создавалась для сотрудников: https://admin.dodois.io/Promotion/NewBonusActions/BonusActionInfo/970 
Акция продолжала светиться"
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,"Задача автоматически возвращена в очередь, время обработки на личном этапе превысило 2 часа.",359610822,https://pyrus.com/t#id359610822,2026-06-08T08:00:27Z,2026-06-08T12:59:00Z,Закрыта,Первая линия (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,Комментарий ваш не отобразился.. ответственный специалист не ответил еще,359723935,https://pyrus.com/t#id359723935,2026-06-08T15:34:11Z,2026-06-16T09:58:43Z,Закрыта,Финальный этап (бот),
Чат,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,"Москва , Дринкит",358683589,https://pyrus.com/t#id358683589,2026-06-03T05:01:26Z,2026-06-03T05:30:01Z,Закрыта,Оператор,/start
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,"Мы не получили от вас ответ, на стороне тех поддержки обращение закрыто. Если вопрос актуален, сообщ...",361565435,https://pyrus.com/t#id361565435,2026-06-18T11:34:37Z,2026-06-26T07:00:16Z,Закрыта,Первая линия (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,"Мы не получили от вас ответ, на стороне тех поддержки обращение закрыто. Если вопрос актуален, сообщ...",360259980,https://pyrus.com/t#id360259980,2026-06-11T09:30:46Z,2026-06-19T07:00:20Z,Закрыта,Первая линия (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,"Мы не получили от вас ответ, на стороне тех поддержки обращение закрыто. Если вопрос актуален, сообщ...",359429085,https://pyrus.com/t#id359429085,2026-06-07T05:28:49Z,2026-06-15T07:00:18Z,Закрыта,Первая линия (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,"Насколько нам известно, контроллинг дринкита хотел точечно по некоторым кофейням призвать тайных пок...",359484798,https://pyrus.com/t#id359484798,2026-06-07T12:48:51Z,2026-06-18T10:30:55Z,Закрыта,Финальный этап (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,Нужно фото куар кода чтобы разобраться,361692134,https://pyrus.com/t#id361692134,2026-06-19T06:14:31Z,2026-06-22T09:13:17Z,Открыта,Финальный этап (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,"Ответственные сообщили, что добавят все кофейни в эту акцию",358015253,https://pyrus.com/t#id358015253,2026-05-30T13:54:23Z,2026-06-05T05:42:32Z,Закрыта,Финальный этап (бот),Привет! К вопросу подключаем ответственных специалистов.
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,Передаем ОС по банеру,360136283,https://pyrus.com/t#id360136283,2026-06-10T17:28:02Z,2026-06-16T18:30:07Z,Закрыта,Финальный этап (бот),"Привет! Запросите информацию по устройству с приложения
А про название точку это передать ОС на кофеню, чтобы поправили псевдоним"
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,Пуши я смотреть не умею,359529834,https://pyrus.com/t#id359529834,2026-06-07T17:31:15Z,2026-06-25T07:01:02Z,Закрыта,Финальный этап (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,Тут что-то от маркетинга требуется?,360244420,https://pyrus.com/t#id360244420,2026-06-11T08:45:38Z,2026-06-18T11:12:36Z,Закрыта,Финальный этап (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,Уточняю у команды маркетинга,359322859,https://pyrus.com/t#id359322859,2026-06-06T11:06:04Z,2026-06-16T09:56:22Z,Закрыта,Финальный этап (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,"Эта карточка акции 433, наша извинялка, там несколько десятков тысяч промокодов. у нас много вопросо...",359532166,https://pyrus.com/t#id359532166,2026-06-07T17:48:24Z,2026-06-22T08:55:28Z,Закрыта,Финальный этап (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,"Эта карточка акции 433, наша извинялка, там несколько десятков тысяч промокодов. у нас много вопросо...",359113479,https://pyrus.com/t#id359113479,2026-06-05T08:37:13Z,2026-06-16T09:55:02Z,Закрыта,Финальный этап (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,"Эта карточка акции 433, наша извинялка, там несколько десятков тысяч промокодов. у нас много вопросо...",357941511,https://pyrus.com/t#id357941511,2026-05-30T06:25:15Z,2026-06-04T07:41:50Z,Закрыта,Финальный этап (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Акции в России,"Я не увидел номер клиента, у которого проблема, в тикете.",357723313,https://pyrus.com/t#id357723313,2026-05-29T05:54:47Z,2026-05-29T14:21:35Z,Закрыта,Первая линия (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,6c9e351f-6a97-400c-9f2c-d2a656284cf5 [не отправлять комментарий],360143355,https://pyrus.com/t#id360143355,2026-06-10T18:14:42Z,2026-06-18T08:16:09Z,Закрыта,Финальный этап (бот),"6c9e351f-6a97-400c-9f2c-d2a656284cf5 
[не отправлять комментарий]"
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,988 — акция = -25% на Напиток / Дешевый китбокс,358615546,https://pyrus.com/t#id358615546,2026-06-02T15:29:46Z,2026-06-10T07:00:18Z,Закрыта,Первая линия (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,Https://docs.google.com/document/d/1HewEAfnD1ySdUItgJDr88-LjoTettjMVQ6yJtH7W2UQ/edit?tab=t.0#heading...,359668479,https://pyrus.com/t#id359668479,2026-06-08T11:37:16Z,2026-06-17T07:00:57Z,Закрыта,Первая линия (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,Https://drinkit-mobile-api.drinkit.dodois.io/promoadmin/643/ShowCustomerPromotionsForm,362445008,https://pyrus.com/t#id362445008,2026-06-23T12:24:19Z,2026-06-28T06:26:03Z,Открыта,Внешняя линия,
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,Https://redash.dodois.io/dashboards/618?p_CustomerId=16ee8a5b-a0a8-a9af-11ef-02d514c1ee4f&p_w6320_Co...,360126851,https://pyrus.com/t#id360126851,2026-06-10T16:32:34Z,2026-06-22T07:00:30Z,Закрыта,Первая линия (бот),"Привет! По операциям акции видим только одно сегодня списано 
У клиента в доступных еще остались акции на напиток"
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,Https://redash.dodois.io/queries/4272?p_CustomerID---12=f6ba0441-f7f2-a4f1-11f1-09959750747e&p_dateR...,362460933,https://pyrus.com/t#id362460933,2026-06-23T13:38:16Z,2026-06-28T06:24:57Z,Открыта,Внешняя линия,
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,[вернуть с бота],358814921,https://pyrus.com/t#id358814921,2026-06-03T15:57:10Z,2026-06-03T20:47:46Z,Закрыта,Первая линия (бот),Привет! Это был первый китбокс с 30 апреля
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,[не отправлять комментарий],362617835,https://pyrus.com/t#id362617835,2026-06-24T11:37:43Z,2026-06-24T19:57:10Z,Закрыта,Первая линия (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,[не отправлять комментарий],362507031,https://pyrus.com/t#id362507031,2026-06-23T17:39:27Z,2026-06-26T11:02:33Z,Открыта,Первая линия (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,[не отправлять комментарий],362295398,https://pyrus.com/t#id362295398,2026-06-22T15:10:05Z,2026-06-28T06:27:32Z,Открыта,Внешняя линия,
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,[не отправлять комментарий],362271717,https://pyrus.com/t#id362271717,2026-06-22T13:13:00Z,2026-06-28T06:27:45Z,Открыта,Внешняя линия,
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,[не отправлять комментарий],362123499,https://pyrus.com/t#id362123499,2026-06-21T16:22:58Z,2026-06-22T10:41:10Z,Открыта,Финальный этап (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,[не отправлять комментарий],361190602,https://pyrus.com/t#id361190602,2026-06-16T12:32:28Z,2026-06-22T09:09:02Z,Закрыта,Финальный этап (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,[не отправлять комментарий],359753049,https://pyrus.com/t#id359753049,2026-06-08T18:50:22Z,2026-06-22T09:27:26Z,Открыта,Финальный этап (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,[не отправлять комментарий],359738995,https://pyrus.com/t#id359738995,2026-06-08T17:01:25Z,2026-06-17T07:00:45Z,Закрыта,Первая линия (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,[не отправлять комментарий],358694735,https://pyrus.com/t#id358694735,2026-06-03T06:22:50Z,2026-06-09T20:36:23Z,Закрыта,Первая линия (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,[не отправлять комментарий],358140539,https://pyrus.com/t#id358140539,2026-05-31T10:35:44Z,2026-06-04T08:47:23Z,Закрыта,Финальный этап (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,[не отправлять комментарий],357458685,https://pyrus.com/t#id357458685,2026-05-27T17:48:35Z,2026-06-14T07:00:18Z,Закрыта,Финальный этап (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,А в разделе Акции смотрели?,361946125,https://pyrus.com/t#id361946125,2026-06-20T13:18:15Z,2026-06-21T14:45:54Z,Открыта,Первая линия (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,Акция = дрипы за 1 руб 3 шт / Программа лояльности/Kitbox2,362145525,https://pyrus.com/t#id362145525,2026-06-21T18:43:45Z,2026-06-22T10:37:03Z,Открыта,Финальный этап (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,В инструкции не вижу такого случая https://docs.google.com/document/d/1HewEAfnD1ySdUItgJDr88-LjoTett...,358437127,https://pyrus.com/t#id358437127,2026-06-01T17:15:59Z,2026-06-19T07:00:40Z,Закрыта,Финальный этап (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,"В рамках китбокса новичка клиент набрал два подарка, один использовал, второй нет.",360611073,https://pyrus.com/t#id360611073,2026-06-13T07:18:49Z,2026-06-18T11:00:22Z,Закрыта,Финальный этап (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,"Видим, что клиент добивал шкалу 4 раза, две акции уже потратил, две у него остались",361063313,https://pyrus.com/t#id361063313,2026-06-15T18:05:36Z,2026-06-22T19:44:54Z,Открыта,Внешняя линия,
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,"Другой 23.05, так что остался день",362136427,https://pyrus.com/t#id362136427,2026-06-21T17:42:32Z,2026-06-21T20:31:41Z,Закрыта,Первая линия (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,"Если свайпнуть, там так же нет акции?",360775901,https://pyrus.com/t#id360775901,2026-06-14T09:17:13Z,2026-06-16T18:27:46Z,Закрыта,Первая линия (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,"Задача автоматически возвращена в очередь, время обработки на личном этапе превысило 2 часа.",362671154,https://pyrus.com/t#id362671154,2026-06-24T15:40:27Z,2026-06-28T06:25:47Z,Открыта,Внешняя линия,
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,"Задача автоматически возвращена в очередь, время обработки на личном этапе превысило 2 часа.",362379302,https://pyrus.com/t#id362379302,2026-06-23T07:13:26Z,2026-06-28T06:27:09Z,Открыта,Внешняя линия,
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,"Задача автоматически возвращена в очередь, время обработки на личном этапе превысило 2 часа.",361978181,https://pyrus.com/t#id361978181,2026-06-20T16:18:47Z,2026-06-22T10:14:22Z,Закрыта,Финальный этап (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,"Задача автоматически возвращена в очередь, время обработки на личном этапе превысило 2 часа.",361942667,https://pyrus.com/t#id361942667,2026-06-20T12:57:59Z,2026-06-22T10:20:44Z,Открыта,Финальный этап (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,"Задача автоматически возвращена в очередь, время обработки на личном этапе превысило 2 часа.",361914608,https://pyrus.com/t#id361914608,2026-06-20T10:14:45Z,2026-06-22T10:27:11Z,Открыта,Финальный этап (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,"Задача автоматически возвращена в очередь, время обработки на личном этапе превысило 2 часа.",359926890,https://pyrus.com/t#id359926890,2026-06-09T16:59:10Z,2026-06-11T07:32:13Z,Закрыта,Первая линия (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,"Задача автоматически возвращена в очередь, время обработки на личном этапе превысило 2 часа.",358498569,https://pyrus.com/t#id358498569,2026-06-02T06:04:42Z,2026-06-04T09:01:47Z,Закрыта,Финальный этап (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,"Задача автоматически возвращена в очередь, время обработки на личном этапе превысило 2 часа.",357986942,https://pyrus.com/t#id357986942,2026-05-30T11:25:00Z,2026-06-01T11:10:24Z,Закрыта,Первая линия (бот),Привет! Начисление выполнили
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,"Задача автоматически возвращена в очередь, время обработки на личном этапе превысило 2 часа.",357329559,https://pyrus.com/t#id357329559,2026-05-27T07:43:09Z,2026-06-04T10:09:28Z,Закрыта,Финальный этап (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,"Запросите пожалуйста у клиента скриншот или запись экрана с раздела ""Для тебя"" - ""Акции"", в системе ...",357535437,https://pyrus.com/t#id357535437,2026-05-28T07:44:55Z,2026-06-10T07:00:48Z,Закрыта,Финальный этап (бот),"Запросите пожалуйста у клиента скриншот или запись экрана с раздела ""Для тебя"" - ""Акции"", в системе мы видим что у клиента должна быть акция на напиток за 1 руб.
Пример, как выглядит раздел в приложен"
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,Зачитал клиенту 375 рублей в прогресс китбокса,358610877,https://pyrus.com/t#id358610877,2026-06-02T15:04:40Z,2026-06-08T11:34:02Z,Закрыта,Финальный этап (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,"Информации дополнительной не будет. Если шкала не изменилась, порекомендуйте отчистить кэш в приложе...",361199628,https://pyrus.com/t#id361199628,2026-06-16T13:15:05Z,2026-06-22T11:12:28Z,Открыта,Первая линия (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,Китбокс,362922617,https://pyrus.com/t#id362922617,2026-06-26T04:51:03Z,2026-06-26T16:34:14Z,Закрыта,Первая линия (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,Китбокс,362792579,https://pyrus.com/t#id362792579,2026-06-25T10:26:25Z,2026-06-26T06:58:36Z,Закрыта,Первая линия (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,Китбокс,362791973,https://pyrus.com/t#id362791973,2026-06-25T10:23:25Z,2026-06-26T06:55:44Z,Открыта,Внешняя линия,
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,Китбокс,362781732,https://pyrus.com/t#id362781732,2026-06-25T09:38:18Z,2026-06-26T18:56:52Z,Закрыта,Первая линия (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,Китбокс,362568039,https://pyrus.com/t#id362568039,2026-06-24T07:31:54Z,2026-06-28T05:38:14Z,Открыта,Внешняя линия,
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,Китбокс,362395931,https://pyrus.com/t#id362395931,2026-06-23T08:39:32Z,2026-06-23T12:14:58Z,Закрыта,Первая линия (бот),
Тикет,Акции и скидки,Drinkit → Маркетинг и акции → Китбокс,Китбокс,362307558,https://pyrus.com/t#id362307558,2026-06-22T16:16:59Z,2026-06-28T06:29:08Z,Открыта,Первая линия (общий),
